Company Name,Sector,Calendar Year,total_health,rel_quality,z_quality,price_metric,rel_price,z_price,price_hat,price_resid,price_resid_std,QARP_spread,QARP_resid,QARP_resid,rank_qarf
"Zimmer Biomet Holdings, Inc.",Healthcare,2023,0.92,0.8566108007448789,-0.22911092692195983,0.817,0.817,-0.04435729471053119,1.0567845723909775,-0.2573470598227219,-0.38000293692594445,-0.18475363221142865,0.1508920100039846,0.1508920100039846,238
IDEX Corporation,Industrials,2023,1.174,1.113851992409867,0.20159525428339595,1.1,1.1,0.14592904987137395,1.0620459619621885,0.03511297923727981,0.05184840753019531,0.055666204412022,0.14974684675320063,0.14974684675320063,239
Centene Corporation,Healthcare,2023,0.467,0.43482309124767227,-0.9030541080625298,0.515,0.515,-0.11755895046233672,1.048214037038129,-0.7106761771793735,-1.0493962305903155,-0.7854951576001932,0.14634212252778567,0.14634212252778567,240
"American Water Works Company, Inc.",Utilities,2023,1.149,1.15015015015015,0.5519578527758244,1.419,1.419,1.4356036027102423,1.0627904790815796,0.28905442164949374,0.42682255330177166,-0.8836457499344179,0.12513529947405277,0.12513529947405277,241
NiSource Inc.,Utilities,2023,0.987,0.9879879879879879,-0.044156628222066195,0.946,0.946,-0.1850181254089574,1.0594683833436858,-0.11327996710096658,-0.16727107829751453,0.1408614971868912,0.12311445007544833,0.12311445007544833,242
"Charles River Laboratories International, Inc.",Healthcare,2023,0.918,0.8547486033519552,-0.232086393505362,0.835,0.835,-0.03999428211605271,1.0567465797936852,-0.2355184780577429,-0.34777049104008806,-0.1920921113893093,0.11568409753472605,0.11568409753472605,243
Packaging Corporation of America,Consumer Cyclical,2023,1.153,1.0,0.0,0.982,0.982,-0.028414517924098194,1.0597141079962196,-0.07616313293598664,-0.11246374534487946,0.028414517924098194,0.11246374534487946,0.11246374534487946,244
W. R. Berkley Corporation,Financial Services,2023,1.308,1.0695012264922321,0.09892465144624296,1.058,1.058,0.06952691124627187,1.0611369844655931,-0.002960626689048805,-0.004371710474387737,0.029397740199971087,0.1032963619206307,0.1032963619206307,245
Amphenol Corporation,Technology,2023,1.201,1.0918181818181818,0.14060977436186417,1.09,1.09,0.07986511594073416,1.0615942774828113,0.02640588268429144,0.03899136434301991,0.06074465842113001,0.10161841001884425,0.10161841001884425,246
U.S. Bancorp,Financial Services,2023,0.983,0.8037612428454619,-0.2793166629070395,0.819,0.819,-0.21697191268233107,1.0557068649167043,-0.2538817518368908,-0.3748860056780186,-0.06234475022470842,0.09556934277097912,0.09556934277097912,247
"Qorvo, Inc.",Technology,2023,0.458,0.4163636363636363,-0.8937769815872953,0.537,0.537,-0.4108616520062209,1.0478405409386133,-0.6684886032023599,-0.9871013591272835,-0.48291532958107447,0.09332437753998812,0.09332437753998812,248
Textron Inc.,Industrials,2023,0.788,0.7476280834914611,-0.44686948032819457,0.737,0.737,-0.3837934011617132,1.0545634018534957,-0.3582942309609319,-0.5290632041514991,-0.06307607916648139,0.08219372382330453,0.08219372382330453,249
SBA Communications Corporation,Real Estate,2023,1.24,1.2246913580246914,0.3629051439872483,1.288,1.288,0.2014515399224061,1.0643210421412352,0.19075355093870658,0.2816698571792316,0.16145360406484222,0.08123528680801673,0.08123528680801673,250
Las Vegas Sands Corp.,Consumer Cyclical,2023,1.362,1.181266261925412,0.4961211297259047,1.416,1.416,0.656691080912491,1.063429121916194,0.2863372878933764,0.4228103885307559,-0.16056995118658624,0.0733107411951488,0.0733107411951488,251
IQVIA Holdings Inc.,Healthcare,2023,1.098,1.0223463687150838,0.035705599000824866,1.048,1.048,0.011634700251942614,1.0601713898566818,-0.011546997698981029,-0.017050488322316922,0.02407089874888225,0.052756087323141784,0.052756087323141784,252
"Essex Property Trust, Inc.",Real Estate,2023,1.146,1.1318518518518519,0.2129575240540556,1.186,1.186,0.13010411953322054,1.0624150946461568,0.11004159287341087,0.16248924120101077,0.08285340452083506,0.05046828285304483,0.05046828285304483,253
"Marsh & McLennan Companies, Inc.",Financial Services,2023,1.914,1.5650040883074405,0.8041992252865172,1.786,1.786,0.9422095213718904,1.0713367729822123,0.5110712931879077,0.7546563482160216,-0.13801029608537319,0.04954287707049565,0.04954287707049565,254
"Warner Bros. Discovery, Inc.",Communication Services,2023,0.133,0.13420787083753785,-1.4636331299278125,0.376,0.376,-0.2881563645945794,1.0421481279201599,-1.0194502261330378,-1.5053371126417217,-1.175476765333233,0.04170398271390918,0.04170398271390918,255
Wells Fargo & Company,Financial Services,2023,0.848,0.6933769419460343,-0.43643228579224913,0.763,0.763,-0.28410134423045547,1.0534594534567823,-0.32257671375522623,-0.4763221258301811,-0.15233094156179366,0.039889840037931945,0.039889840037931945,256
"Assurant, Inc.",Financial Services,2023,1.108,0.9059689288634506,-0.13383923430962294,0.943,0.943,-0.06832817139719823,1.057792076199737,-0.1148727851400925,-0.16962305983277445,-0.06551106291242471,0.03578382552315151,0.03578382552315151,257
Nordson Corporation,Industrials,2023,1.196,1.1347248576850093,0.2385543842353517,1.227,1.227,0.3312589432080187,1.0624740247758553,0.14397199148096224,0.21259143055891336,-0.092704558972667,0.025962953676438333,0.025962953676438333,258
"Air Products and Chemicals, Inc.",Basic Materials,2023,1.057,1.0143953934740881,0.02390382257740538,1.059,1.059,0.06712644882527224,1.0600086635524,-0.0009520146339478675,-0.0014057605987256203,-0.043222626247866866,0.025309583176131,0.025309583176131,259
Molson Coors Beverage Company,Consumer Defensive,2023,0.589,0.570736434108527,-0.7562689725751077,0.62,0.62,-0.3653891118959586,1.0509681172661742,-0.5277475567603385,-0.7792807956017435,-0.39087986067914915,0.023011823026635736,0.023011823026635736,260
Coterra Energy Inc.,Energy,2023,0.915,0.8997050147492627,-0.14750919947422428,0.953,0.953,-0.06807137587977898,1.0576641632670103,-0.10420323235011879,-0.1538682212165128,-0.0794378235944453,0.006359021742288529,0.006359021742288529,261
Comcast Corporation,Communication Services,2023,1.048,1.0575176589303734,0.0972343687714282,1.144,1.144,0.06649762259874904,1.0608915124689342,0.0754212888185812,0.11136832601679585,0.030736746172679158,-0.014133957245367645,-0.014133957245367645,262
Verizon Communications Inc.,Communication Services,2023,0.927,0.9354187689202826,-0.10917543160300683,1.004,1.004,0.0018471561832985872,1.058393667198559,-0.052760329158683256,-0.07790677712537437,-0.11102258778630542,-0.031268654477632454,-0.031268654477632454,263
"Akamai Technologies, Inc.",Technology,2023,0.813,0.739090909090909,-0.3995545073450994,0.825,0.825,-0.15529328099587186,1.0543896034945777,-0.24533391724979278,-0.3622641313512165,-0.24426122634922753,-0.03729037599388291,-0.03729037599388291,264
"Jack Henry & Associates, Inc.",Technology,2023,1.1,1.0,0.0,1.091,1.091,0.08075250611785333,1.0597141079962196,0.02909554454261827,0.04296296365410575,-0.08075250611785333,-0.04296296365410575,-0.04296296365410575,265
Atmos Energy Corporation,Utilities,2023,0.986,0.986986986986987,-0.04783634724057161,1.057,1.057,0.1952969101538991,1.0594479088614228,-0.0023132248544732448,-0.0034157461875626654,-0.24313325739447073,-0.04442060105300895,-0.04442060105300895,266
"Henry Schein, Inc.",Healthcare,2023,0.737,0.6862197392923649,-0.5013661193032498,0.773,0.773,-0.05502243660814523,1.0533138989199289,-0.309417518762743,-0.4568910402441654,-0.4463436826951046,-0.04447507905908443,-0.04447507905908443,267
Exxon Mobil Corporation,Energy,2023,0.888,0.873156342182891,-0.18655575227622495,0.961,0.961,-0.056484758708752775,1.0571221949253506,-0.09533117563475826,-0.140767595117528,-0.13007099356747218,-0.04578815715869694,-0.04578815715869694,268
Microsoft Corporation,Technology,2023,1.981,1.8009090909090908,1.2265070417109143,2.548,2.548,1.3736799941806264,1.0762272038841398,0.8618471422344679,1.272617784931902,-0.14717295246971207,-0.04611074322098774,-0.04611074322098774,269
"Fiserv, Inc.",Technology,2023,0.855,0.7772727272727272,-0.3410831160263043,0.869,0.869,-0.11624811320262407,1.055167125001322,-0.19411132042239562,-0.28662799529124705,-0.22483500282368024,-0.05445512073505726,-0.05445512073505726,270
State Street Corporation,Financial Services,2023,0.882,0.7211774325429272,-0.3968624252137518,0.838,0.838,-0.19419585554993166,1.0540250170555177,-0.22935336368433668,-0.3386669809009298,-0.20266656966382016,-0.05819544431282203,-0.05819544431282203,271
Kenvue Inc.,Consumer Defensive,2023,1.032,1.0,0.0,1.109,1.109,0.10480898209647231,1.0597141079962196,0.04545954605991451,0.06712631970999702,-0.10480898209647231,-0.06712631970999702,-0.06712631970999702,272
LKQ Corporation,Consumer Cyclical,2023,0.792,0.6869037294015612,-0.8569364967992898,0.617,0.617,-0.6045977980516444,1.0533278082148716,-0.5348407486280751,-0.7897547203622437,-0.2523386987476455,-0.06718177643704615,-0.06718177643704615,273
"Evergy, Inc.",Utilities,2023,0.928,0.928928928928929,-0.2612600503138901,0.934,0.934,-0.22613326438872533,1.0582610656404146,-0.12490589766409754,-0.18443812019622596,-0.03512678592516477,-0.07682193011766414,-0.07682193011766414,274
"Mondelez International, Inc.",Consumer Defensive,2023,0.879,0.8517441860465116,-0.26119447585551125,0.936,0.936,-0.061539218845635076,1.0566852864769531,-0.12127672284193614,-0.1790792204598581,-0.19965525700987619,-0.08211525539565315,-0.08211525539565315,275
FirstEnergy Corp.,Utilities,2023,0.984,0.984984984984985,-0.05519578527758244,1.083,1.083,0.28437971127673045,1.0594069610839125,0.022025687132547697,0.032523494940823544,-0.3395754965543129,-0.08771928021840598,-0.08771928021840598,276
"The Williams Companies, Inc.",Energy,2023,1.043,1.0255653883972469,0.03760038417970438,1.158,1.158,0.22883568912776733,1.0602372780834193,0.08820164882837599,0.1302400175839676,-0.19123530494806296,-0.09263963340426323,-0.09263963340426323,277
Cigna Corporation,Healthcare,2023,0.521,0.48510242085661076,-0.8227165103106738,0.646,0.646,-0.0858059143580767,1.0492320302060933,-0.4850142719619189,-0.7161801184885928,-0.7369105959525971,-0.10653639182208108,-0.10653639182208108,278
Bank of America Corporation,Financial Services,2023,0.753,0.615699100572363,-0.5469951315262855,0.782,0.782,-0.2613252870980561,1.0518808102696442,-0.2964803481108439,-0.4377877994819807,-0.28566984442822946,-0.10920733204430483,-0.10920733204430483,279
Federal Realty Investment Trust,Real Estate,2023,0.946,0.934320987654321,-0.10607996516550325,1.064,1.064,0.044767008871645836,1.058371235970142,0.005304234369101192,0.00783232044613405,-0.15084697403714908,-0.1139122856116373,-0.1139122856116373,280
"NIKE, Inc.",Consumer Cyclical,2023,1.311,1.1370338248048568,0.375058078931545,1.485,1.485,0.7656133996215342,1.0625213879022353,0.33477002085049057,0.4943269653268214,-0.39055532068998916,-0.11926888639527639,-0.11926888639527639,281
"BlackRock, Inc.",Financial Services,2023,1.487,1.2158626328699917,0.3072483291977432,1.421,1.421,0.5046694764600075,1.0641396459157597,0.2891942206461066,0.4270289828188945,-0.19742114726226428,-0.11978065362115131,-0.11978065362115131,282
FedEx Corporation,Industrials,2023,0.564,0.5351043643263756,-0.8231806216572007,0.653,0.653,-0.5063738030536671,1.0502453876809215,-0.47520198912420863,-0.701691138902634,-0.31680681860353366,-0.12148948275456672,-0.12148948275456672,283
KKR & Co. Inc.,Financial Services,2023,1.603,1.3107113654946851,0.4422513829361456,1.573,1.573,0.6868779335192025,1.0660900403997418,0.38898683623371244,0.5743844141688189,-0.24462655058305688,-0.13213303123267334,-0.13213303123267334,284
Johnson Controls International plc,Industrials,2023,0.804,0.7628083491461101,-0.4199901130904085,0.869,0.869,-0.19116705533149972,1.0548725099071756,-0.19383206965270702,-0.28621564897303536,-0.2288230577589088,-0.13377446411737315,-0.13377446411737315,285
"CenterPoint Energy, Inc.",Utilities,2023,1.005,1.0060060060060059,0.022078314111032487,1.18,1.18,0.6167270846965239,1.0598369916934418,0.10739932360045401,0.15858762256754183,-0.5946487705854915,-0.13650930845650935,-0.13650930845650935,286
BorgWarner Inc.,Consumer Cyclical,2023,0.701,0.6079791847354726,-1.0729509599813827,0.56,0.56,-0.6945771048112885,1.05172404807078,-0.6302492634389325,-0.9306365157899573,-0.37837385517009414,-0.14231444419142536,-0.14231444419142536,287
Abbott Laboratories,Healthcare,2023,1.079,1.004655493482309,0.007438666458505137,1.173,1.173,0.04193339882470981,1.0598093587823216,0.10147552792770714,0.14984044762432042,-0.03449473236620468,-0.14240178116581528,-0.14240178116581528,288
Teleflex Incorporated,Healthcare,2023,0.898,0.8361266294227188,-0.26184105933938273,0.983,0.983,-0.004120623005896343,1.0563667289358827,-0.07198156502016845,-0.1062891728043545,-0.2577204363334864,-0.15555188653502822,-0.15555188653502822,289
Fortive Corporation,Technology,2023,0.773,0.7027272727272726,-0.45524154669633277,0.874,0.874,-0.11181116231702773,1.0536496394861885,-0.18693488783054396,-0.2760311558968771,-0.34343038437930506,-0.17921039079945567,-0.17921039079945567,290
"Teradyne, Inc.",Technology,2023,1.237,1.1245454545454545,0.19072810977797416,1.365,1.365,0.32389741464853267,1.0622652430065225,0.25075077899160725,0.37026275924395113,-0.1331693048705585,-0.17953464946597697,-0.17953464946597697,291
General Dynamics Corporation,Industrials,2023,0.818,0.7760910815939278,-0.39647066675734577,0.922,0.922,-0.11382465889967151,1.0551430537769302,-0.13488640915835698,-0.1991755090067076,-0.28264600785767424,-0.19729515775063816,-0.19729515775063816,292
MarketAxess Holdings Inc.,Financial Services,2023,1.822,1.489779231398201,0.6971278378388189,1.965,1.965,1.1567839543560743,1.0697820011278607,0.6080373548683471,0.8978380431850345,-0.45965611651725535,-0.20071020534621553,-0.20071020534621553,293
"AMETEK, Inc.",Industrials,2023,1.044,0.9905123339658444,-0.016799604523616396,1.203,1.203,0.29623597123888895,1.0595200180930808,0.12700244453912057,0.18753391608548337,-0.31303557576250535,-0.20433352060909976,-0.20433352060909976,294
Linde plc,Basic Materials,2023,1.197,1.1487523992322457,0.2470061666331916,1.46,1.46,0.5233587535529705,1.062761799936971,0.3175654443146114,0.4689224022566043,-0.2763525869197788,-0.2219162356234127,-0.2219162356234127,295
Medtronic plc,Healthcare,2023,0.857,0.7979515828677839,-0.32283812429912534,0.99,0.99,-0.002423895885821378,1.0555884614774118,-0.0641487306691095,-0.09472307968517436,-0.32041422841330397,-0.228115044613951,-0.228115044613951,296
"J.B. Hunt Transport Services, Inc.",Industrials,2023,0.89,0.8444022770398482,-0.2755135141873081,1.025,1.025,0.03648226246784333,1.0565355186628134,-0.03030256409768018,-0.04474526874889306,-0.3119957766551514,-0.230768245438415,-0.230768245438415,297
Loews Corporation,Financial Services,2023,0.638,0.5216680294358136,-0.6808343658359084,0.776,0.776,-0.268517726192498,1.049972985934578,-0.30236719495603365,-0.44648041517359327,-0.4123166396434104,-0.23435395066231512,-0.23435395066231512,298
"PPG Industries, Inc.",Basic Materials,2023,0.887,0.8512476007677543,-0.2470061666331916,1.049,1.049,0.055749084617598955,1.0566751559501144,-0.007290003796837231,-0.010764540519358377,-0.30275525125079056,-0.23624162611383323,-0.23624162611383323,299
"American International Group, Inc.",Financial Services,2023,0.858,0.7015535568274733,-0.42479409150445585,0.933,0.933,-0.08031556988793462,1.0536257641826092,-0.12158740275902655,-0.1795379755784112,-0.34447852161652126,-0.24525611592604465,-0.24525611592604465,300
"Match Group, Inc.",Communication Services,2023,1.46,1.4732593340060545,0.8000512097157856,2.176,2.176,0.5430639178897843,1.069440864784074,0.7103523733765614,1.0489180965244314,0.25698729182600133,-0.24886688680864577,-0.24886688680864577,301
Electronic Arts Inc.,Technology,2023,0.766,0.6963636363636363,-0.4649867785827986,0.911,0.911,-0.0789777257636148,1.0535201991857748,-0.1453495092089021,-0.2146254960836771,-0.3860090528191838,-0.2503612824991215,-0.2503612824991215,302
"Arista Networks, Inc.",Technology,2023,2.008,1.8254545454545452,1.2640957932729966,3.032,3.032,1.803176839906352,1.076737324131911,1.03528699523826,1.528721948573199,-0.5390810466333553,-0.2646261553002025,-0.2646261553002025,303
Trimble Inc.,Technology,2023,0.538,0.4890909090909091,-0.7824029028848286,0.739,0.739,-0.23160883622812886,1.0493128264531277,-0.3505928569598114,-0.5176912275654566,-0.5507940666566997,-0.264711675319372,-0.264711675319372,304
Chevron Corporation,Energy,2023,0.818,0.8043264503441495,-0.2877875558369673,1.042,1.042,0.0608297401478876,1.0557183848043248,-0.013079525330667696,-0.01931344404196753,-0.3486172959848549,-0.26847411179499975,-0.26847411179499975,305
Stryker Corporation,Healthcare,2023,1.192,1.1098696461824953,0.17555252842072236,1.442,1.442,0.1071361981533048,1.061964311199747,0.305910721880988,0.45171284580437804,0.06841633026741756,-0.27616031738365565,-0.27616031738365565,306
Keurig Dr Pepper Inc.,Consumer Defensive,2023,0.803,0.7781007751937985,-0.39093813706478464,0.977,0.977,-0.022115656772650146,1.0551839934368887,-0.07698378002321452,-0.11367552644523916,-0.3688224802921345,-0.2772626106195455,-0.2772626106195455,307
Pinnacle West Capital Corporation,Utilities,2023,0.86,0.8608608608608609,-0.511480943572264,0.902,0.902,-0.33577363500144086,1.0568712873388535,-0.15845368671720617,-0.2339753419400267,-0.17570730857082317,-0.27750560163223736,-0.27750560163223736,308
"Waste Management, Inc.",Industrials,2023,1.145,1.0863377609108158,0.15287640116490844,1.429,1.429,0.6260356239481938,1.0614819608383,0.2973088909598783,0.43901123959518407,-0.47315922278328537,-0.28613483843027565,-0.28613483843027565,309
Eli Lilly and Company,Healthcare,2023,2.392,2.227188081936685,1.960832478461967,4.97,4.97,0.9622866666710862,1.0851208697266694,1.5217284586509667,2.247009481629608,0.9985458117908809,-0.28617700316764094,-0.28617700316764094,310
Duke Energy Corporation,Utilities,2023,0.876,0.8768768768768769,-0.45260543927617614,0.947,0.947,-0.18159186382731005,1.0571981297089645,-0.11007832044389526,-0.16254347374075628,-0.27101357544886606,-0.29006196553541985,-0.29006196553541985,311
Schlumberger Limited,Energy,2023,1.035,1.0176991150442478,0.026031035201333774,1.316,1.316,0.45767137825553494,1.060076275168379,0.21625596966196325,0.31932715165241715,-0.4316403430542012,-0.2932961164510834,-0.2932961164510834,312
Aon plc,Financial Services,2023,1.474,1.2052330335241208,0.29211867662361174,1.588,1.588,0.7048590312553075,1.063921289694599,0.4005139504927803,0.5914055422739708,-0.4127403546316957,-0.29928686565035906,-0.29928686565035906,313
"Live Nation Entertainment, Inc.",Communication Services,2023,0.511,0.5156407669021191,-0.8188157370225523,0.74,0.74,-0.12006515191440807,1.0498508150892463,-0.34975316599152645,-0.5164513259544636,-0.6987505851081443,-0.30236441106808865,-0.30236441106808865,314
Adobe Inc.,Technology,2023,1.757,1.597272727272727,0.9146596213440072,2.448,2.448,1.2849409764686994,1.0720044040807373,0.8257411937256385,1.2193031425058194,-0.3702813551246922,-0.30464352116181215,-0.30464352116181215,315
"Cboe Global Markets, Inc.",Financial Services,2023,1.526,1.247751430907604,0.35263728692013696,1.665,1.665,0.7971619996339786,1.0647949835049442,0.44704284655347015,0.6601108819314905,-0.44452471271384164,-0.3074735950113535,-0.3074735950113535,316
FactSet Research Systems Inc.,Financial Services,2023,1.932,1.5797219950940309,0.8251479750045452,2.34,2.34,1.6063113977586934,1.071641231672795,0.7809595946831734,1.1531778906063053,-0.7811634227541482,-0.3280299156017601,-0.3280299156017601,317
"Prologis, Inc.",Real Estate,2023,0.87,0.8592592592592593,-0.22731421106893568,1.132,1.132,0.09233195579776937,1.056838608659903,0.06870397266831269,0.1014494255750324,-0.31964616686670505,-0.32876363664396807,-0.32876363664396807,318
Thermo Fisher Scientific Inc.,Healthcare,2023,1.017,0.9469273743016758,-0.08480079762695937,1.249,1.249,0.060355007556952285,1.0586288539166009,0.1653686943977258,0.2441861569742963,-0.14515580518391166,-0.32898695460125565,-0.32898695460125565,319
"Marriott International, Inc.",Consumer Cyclical,2023,1.026,0.8898525585429314,-0.3014707343310523,1.095,1.095,0.14996551126607363,1.057463001421477,0.03488171877770456,0.05150692449987052,-0.4514362455971259,-0.35297765883092286,-0.35297765883092286,320
Biogen Inc.,Healthcare,2023,0.742,0.6908752327746741,-0.49392745284474454,0.959,0.959,-0.00993797313186765,1.0534085744330013,-0.09389537190204264,-0.1386474635113732,-0.48398947971287687,-0.35527998933337135,-0.35527998933337135,321
"Rollins, Inc.",Consumer Cyclical,2023,1.49,1.2922810060711187,0.79996564936665,2.331,2.331,2.101095742054148,1.0657107734136748,0.7826553906231287,1.1556819310179347,-1.3011300926874978,-0.35571628165128466,-0.35571628165128466,322
"Franklin Resources, Inc.",Financial Services,2023,0.794,0.6492232215862632,-0.49927853494633295,0.957,0.957,-0.05154581351016708,1.0525618290582466,-0.09517891732661826,-0.14054276797435244,-0.4477327214361659,-0.3587357669719805,-0.3587357669719805,323
Intel Corporation,Technology,2023,0.138,0.12545454545454546,-1.339273296397162,0.542,0.542,-0.40642470112062457,1.0419720274798785,-0.6536043754844243,-0.9651230616072481,-0.9328485952765375,-0.37415023478991394,-0.37415023478991394,324
Vulcan Materials Company,Basic Materials,2023,1.138,1.092130518234165,0.1529844644953959,1.519,1.519,0.5904852023782428,1.0616006789144643,0.35827438005794904,0.529033891978905,-0.4375007378828468,-0.3760494274835091,-0.3760494274835091,325
"C.H. Robinson Worldwide, Inc.",Industrials,2023,0.913,0.8662239089184061,-0.23687442378299042,1.163,1.163,0.23786435129033937,1.056980720988602,0.09558640618221931,0.14114447277719597,-0.4747387750733298,-0.3780188965601864,-0.3780188965601864,326
"American Electric Power Company, Inc.",Utilities,2023,0.915,0.9159159159159159,-0.3090963975544617,1.115,1.115,0.39402008188944593,1.0579952315084191,0.05247857856702061,0.07749073952857345,-0.7031164794439076,-0.38658713708303516,-0.38658713708303516,327
TransDigm Group Incorporated,Industrials,2023,1.395,1.3235294117647058,0.5728665142553171,2.074,2.074,1.5672779956185545,1.0663538946358744,0.66523385544713,0.9822953446082425,-0.9944114813632374,-0.40942883035292543,-0.40942883035292543,328
"ONEOK, Inc.",Energy,2023,0.787,0.7738446411012784,-0.3326187831281531,1.123,1.123,0.1781442390045278,1.05509729320354,0.06237069203436598,0.09209759834633266,-0.5107630221326809,-0.42471638147448576,-0.42471638147448576,329
The Bank of New York Mellon Corporation,Financial Services,2023,0.692,0.5658217497955845,-0.6179881166818247,0.93,0.93,-0.08391178943515558,1.0508684025685078,-0.12218756525206155,-0.18042418546999964,-0.5340763272466692,-0.43756393121182513,-0.43756393121182513,330
Starbucks Corporation,Consumer Cyclical,2023,1.027,0.8907198612315698,-0.29909694902135897,1.167,1.167,0.2636235829624664,1.057480707978489,0.09854696457887549,0.14551608240990405,-0.5627205319838253,-0.444613031431263,-0.444613031431263,331
"Uber Technologies, Inc.",Technology,2023,0.449,0.40818181818181815,-0.9063065654413227,0.768,0.768,-0.20587452109167007,1.0476750381430833,-0.3105390055414137,-0.4585470462226758,-0.7004320443496527,-0.44775951921864693,-0.44775951921864693,332
Regency Centers Corporation,Real Estate,2023,0.586,0.5787654320987654,-0.6803474457607094,0.898,0.898,-0.07134742038918547,1.0511310390523676,-0.1574519751571006,-0.23249619803585694,-0.6090000253715239,-0.4478512477248524,-0.4478512477248524,333
"Church & Dwight Co., Inc.",Consumer Defensive,2023,1.12,1.0852713178294575,0.1502295024528433,1.598,1.598,0.5750070760889033,1.061460106360158,0.40910742821588947,0.6040948140124499,-0.42477757363606006,-0.45386531155960663,-0.45386531155960663,334
Norfolk Southern Corporation,Industrials,2023,0.879,0.8339658444022771,-0.29399307916328593,1.187,1.187,0.27288732325946913,1.056322662104023,0.11663542577986297,0.1722258042368458,-0.5668804024227551,-0.46621888340013173,-0.46621888340013173,335
"Healthpeak Properties, Inc.",Real Estate,2023,0.609,0.6014814814814815,-0.64365813450046,0.948,0.948,-0.036373194708212236,1.0515921224792122,-0.10370609958673217,-0.15313414673258763,-0.6072849397922478,-0.4905239877678724,-0.4905239877678724,336
Edison International,Utilities,2023,0.926,0.926926926926927,-0.26861948835090094,1.23,1.23,0.7880401637788919,1.0582201637345243,0.1504257633297909,0.22212117711399076,-1.0566596521297928,-0.4907406654648917,-0.4907406654648917,337
"Dominion Energy, Inc.",Utilities,2023,0.903,0.903903903903904,-0.3532530257765275,1.18,1.18,0.6167270846965239,1.057749905425957,0.10937051727011957,0.16149831983464386,-0.9699801104730514,-0.5147513456111714,-0.5147513456111714,338
Danaher Corporation,Healthcare,2023,0.968,0.9013035381750465,-0.1576997289203101,1.355,1.355,0.08604830394665884,1.0576968046167075,0.24770773605204455,0.36576935156708795,-0.24374803286696894,-0.523469080487398,-0.523469080487398,339
Avery Dennison Corporation,Industrials,2023,0.982,0.9316888045540797,-0.12095715257003772,1.407,1.407,0.5939312329764915,1.058317453876794,0.2847794387791744,0.4205100426900377,-0.7148883855465292,-0.5414671952600755,-0.5414671952600755,340
Veeva Systems Inc.,Healthcare,2023,1.351,1.2579143389199254,0.4121021218011873,2.033,2.033,0.2503884450053481,1.0650039233217736,0.6465340516213967,0.9546829041217929,0.1617136767958392,-0.5425807823206056,-0.5425807823206056,341
CME Group Inc.,Financial Services,2023,1.234,1.008994276369583,0.012802013716572568,1.553,1.553,0.6629031365377295,1.0598981374188037,0.3820157374348786,0.5640907740589121,-0.650101122821157,-0.5512887603423395,-0.5512887603423395,342
Howmet Aerospace Inc.,Industrials,2023,1.054,1.0,0.0,1.541,1.541,0.7894761598041322,1.0597141079962196,0.37443239402966316,0.5528930834084536,-0.7894761598041322,-0.5528930834084536,-0.5528930834084536,343
Realty Income Corporation,Real Estate,2023,0.815,0.8049382716049382,-0.3150495206043144,1.247,1.247,0.17277267486400807,1.0557308549011741,0.16650738615195818,0.24586756810508492,-0.4878221954683225,-0.5609170887093993,-0.5609170887093993,344
"Fidelity National Information Services, Inc.",Technology,2023,0.44,0.39999999999999997,-0.9188361492953504,0.829,0.829,-0.1517437202873948,1.0475095614881484,-0.23395062453165227,-0.34545537251884073,-0.7670924290079556,-0.5733807767765097,-0.5733807767765097,345
Insulet Corporation,Healthcare,2023,1.383,1.2877094972067038,0.4597095871356205,2.16,2.16,0.28117192275527964,1.0656167200418292,0.7065545102852394,1.0433101088919354,0.17853766438034085,-0.5836005217563149,-0.5836005217563149,346
"Hologic, Inc.",Healthcare,2023,0.958,0.8919925512104282,-0.17257706183732055,1.401,1.401,0.09719822502143718,1.0575066913214264,0.2812723079458819,0.41533135513187114,-0.26977528685875773,-0.5879084169691917,-0.5879084169691917,347
The Clorox Company,Consumer Defensive,2023,2.152,2.0852713178294575,1.9120118493998208,5.889,5.889,4.701019389629846,1.0821518600612232,1.6941346821283982,2.501587370768368,-2.7890075402300254,-0.589575521368547,-0.589575521368547,348
"Align Technology, Inc.",Healthcare,2023,1.077,1.0027932960893853,0.004463199875102798,1.624,1.624,0.15125110327525387,1.0597712574405473,0.4268391517699813,0.6302777711130886,-0.14678790340015108,-0.6258145712379858,-0.6258145712379858,349
Invitation Homes Inc.,Real Estate,2023,1.137,1.122962962962963,0.19860083703917536,1.866,1.866,0.6057535887944572,1.0622327894454306,0.5634240045248591,0.8319612301050247,-0.4071527517552818,-0.6333603930658493,-0.6333603930658493,350
The Charles Schwab Corporation,Financial Services,2023,1.334,1.0907604251839738,0.1291839565945056,1.797,1.797,0.9553956597117005,1.061572598719461,0.5263672154028788,0.7772425606587977,-0.8262117031171949,-0.6480586040642922,-0.6480586040642922,351
Eaton Corporation plc,Industrials,2023,0.98,0.9297912713472485,-0.12431707347476108,1.509,1.509,0.7427788638452926,1.0582786842160499,0.35480347440361293,0.5239086951208209,-0.8670959373200536,-0.648225768595582,-0.648225768595582,352
Hormel Foods Corporation,Consumer Defensive,2023,0.674,0.6531007751937985,-0.6111609304331568,1.087,1.087,0.08365487561828522,1.0526406272579198,0.03211971789344245,0.047428508183264176,-0.694815806051442,-0.6585894386164209,-0.6585894386164209,353
