Ticker,Company Name,Sector,Industry,Beta,Calendar Year,Period,Filing Date,Revenue,Cost Of Revenue,Net Income,Total Current Assets,Total Assets,Total Current Liabilities,Total Liabilities,Long-Term Debt,Short-Term Debt,Total Debt,Interest Expense,Income Before Tax,Income Tax Expense,Depreciation and Amortization,Operating Expenses,Operating Income,EBITDA,EBIT,EBT,Operating Cash Flow,Capital Expenditure,Cash And Short Term Investments,Net Cash,Free Cash Flow,Stock Based Compensation,Dividends Paid,Common Stock,Preferred Stock,Retained Earnings,Weighted Average Shares Outstanding,Revenue Per Share,Earnings per Share,Book Value Per Share,Current Ratio,Quick Ratio,Return On Equity,Return On Invested Capital,Return On Assets,Return On Capital Employed,Gross Profit Margin,Operating Profit Margin,Effective Tax Rate,Pre-Tax Cost of Debt,After-Tax Cost of Debt,Interest Coverage Ratio,Price Dates,Price,Market Cap,P/E Ratio,P/S Ratio,Risk Free Rate,Equity Risk Premium,WACC,Avg Market Return
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,1.11,2023,FY,16/02/2024,154952000000,0,49552000000,1748983000000,3875393000000,44712000000,3547515000000,391825000000,44712000000,436537000000,81321000000,61612000000,12060000000,7512000000,87172000000,61612000000,-1792000000,142933000000,61612000000,12974000000,-1291000000,305218000000,-131319000000,11683000000,3117000000,-13463000000,4105000000,27404000000,332901000000,2938600000,52.730,16.860,111.580,39.120,80.630,0.151,0.065,0.013,0.016,1.000,0.398,0.1960,0.1860,0.1500,0.76,20/06/2024,198.67,583811661824,11.78,3.77,0.043,0.037,0.112,0.08
K,Kellanova,Consumer Defensive,Packaged Foods,0.35,2023,FY,20/02/2024,13122000000,8839000000,951000000,3330000000,15621000000,5060000000,12252000000,5089000000,905000000,6526000000,303000000,1040000000,258000000,167895,2778000000,1505000000,1924000000,1512000000,1040000000,1645000000,-677000000,274000000,-6252000000,968000000,95000000,-800000000,105000000,0,8804000000,342000000,38.370,2.780,9.850,0.660,0.410,0.300,0.123,0.061,0.142,0.326,0.115,0.2480,0.0460,0.0350,4.97,24/06/2024,58.26,19924920320,20.96,1.52,0.042,0.038,0.051,0.08
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,0.62,2023,FY,22/02/2024,14814000000,6734000000,2181000000,3375000000,52130000000,8916000000,26454000000,11358000000,3466000000,14824000000,496000000,2757000000,576000000,167895,4886000000,3192000000,3975000000,3253000000,2757000000,1329000000,-481000000,267000000,-14557000000,848000000,116000000,-1142000000,14000000,0,4559000000,1399300000,10.590,1.560,18.350,0.380,0.250,0.085,0.062,0.042,0.074,0.545,0.216,0.2090,0.0340,0.0260,6.44,26/06/2024,34.41,48149913600,22.06,3.25,0.043,0.037,0.057,0.08
KEY,KeyCorp,Financial Services,Banks - Regional,1.25,2023,FY,22/02/2024,10397000000,0,967000000,12900000000,188281000000,117950000000,173644000000,19554000000,3091000000,22645000000,1613000000,1160000000,196000000,89000000,1642000000,3000000,3000000,2776000000,1160000000,2903000000,-142000000,11758000000,-10887000000,2761000000,121000000,-911000000,1257000000,2500000000,15672000000,927217000,11.210,0.890,15.790,0.110,0.240,0.066,0.000,0.005,0.000,1.000,0.000,0.1690,0.0710,0.0590,0,26/06/2024,13.53,12545246208,15.20,1.21,0.043,0.037,0.070,0.08
KEYS,"Keysight Technologies, Inc.",Technology,"Hardware, Equipment & Parts",0.95,2023,FY,15/12/2023,5464000000,1932000000,1057000000,4809000000,8683000000,2049000000,4029000000,1387000000,639000000,2026000000,78000000,1357000000,300000000,167895,2174000000,1358000000,1647000000,1435000000,1357000000,1408000000,-196000000,2472000000,446000000,1212000000,135000000,0,2000000,0,5611000000,178000000,30.700,5.940,26.150,2.350,1.870,0.227,0.158,0.122,0.205,0.646,0.249,0.2210,0.0380,0.0300,17.41,18/04/2024,146.89,26146420736,24.73,4.79,0.046,0.034,0.075,0.08
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,0.52,2023,FY,15/02/2024,26640000000,17575000000,2855000000,7929000000,90339000000,8037000000,40617000000,19394000000,754000000,20649000000,920000000,3633000000,787000000,167895,3689000000,5376000000,6337000000,4562000000,3633000000,3976000000,-1013000000,1403000000,-19246000000,2963000000,141000000,-1965000000,12000000,0,1367000000,1227000000,21.710,2.330,40.520,0.990,0.540,0.058,0.060,0.032,0.065,0.340,0.202,0.2170,0.0450,0.0350,5.84,19/06/2024,32.64,40049278976,14.01,1.50,0.042,0.038,0.053,0.08
KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,1.49,2023,FY,26/02/2024,1783400000,1063983000,654273000,1421431000,18274022000,221545000,8548287000,7616796000,667500000,7726781000,250201000,643914000,60952000,167895,136807000,582610000,1089875000,965426000,643914000,1071607000,-400158000,783757000,-6943024000,671449000,33054000,-657460000,6199000,19000,-122576000,616947000,2.890,1.020,15.760,6.420,6.420,0.069,0.030,0.036,0.032,0.403,0.327,0.0950,0.0320,0.0290,2.33,30/06/2024,19.27,11888568320,18.89,6.67,0.044,0.036,0.071,0.08
KKR,KKR & Co. Inc.,Financial Services,Asset Management,1.62,2023,FY,29/02/2024,14322870000,9462219000,3732261000,61375103000,317294194000,40628717000,258915282000,49187579000,200000000,49387579000,2945971000,6554609000,1197523000,-4768281000,2722503000,10336335000,5568054000,7875755000,6554609000,-1493812000,-108393000,20348567000,-29039012000,-1602205000,618469000,-615032000,8850000,17538404000,9818336000,867496813,16.510,4.240,67.300,1.510,0.220,0.163,0.117,0.012,0.037,0.339,0.722,0.1830,0.0600,0.0490,3.51,03/07/2024,106.06,92006711296,25.01,6.42,0.044,0.036,0.084,0.08
KLAC,KLA Corporation,Technology,Semiconductors,1.26,2023,FY,04/08/2023,10496056000,4218307000,3387277000,8372032000,14072357000,3742842000,11152604000,5890736000,34042000,5890736000,296940000,3789190000,401839000,104813000,2283053000,3994696000,4204229000,4086056000,3789190000,3669805000,-341591000,3243159000,-2647577000,3328214000,171424000,-732556000,2107663000,0,848431000,139483000,75.250,24.280,20.930,2.240,1.470,1.160,0.404,0.241,0.387,0.598,0.381,0.1060,0.0500,0.0450,13.45,05/04/2024,682.84,95244574720,28.12,9.07,0.044,0.040,0.087,0.08
KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,0.92,2023,FY,20/02/2024,15334000000,7188000000,2391000000,2542000000,71020000000,7221000000,39291000000,28067000000,4049000000,32116000000,1797000000,3201000000,715000000,2250000000,3896000000,4263000000,6485000000,4903000000,3201000000,6491000000,-2345000000,83000000,-32033000000,4146000000,63000000,-2529000000,22000000,0,-10689000000,2234000000,6.860,1.060,14.200,0.350,0.280,0.079,0.053,0.034,0.067,0.531,0.278,0.2230,0.0560,0.0440,2.37,24/06/2024,20.11,44925739008,18.97,2.93,0.042,0.038,0.063,0.08
KMX,"CarMax, Inc.",Consumer Cyclical,Auto - Dealerships,1.69,2023,FY,13/04/2023,29684873000,26884670000,484762000,5041367000,26182736000,1938311000,20569659000,18298965000,632755000,18931720000,430698000,636804000,152042000,265224000,3032849000,1067502000,1332726000,1067502000,636804000,1283332000,-422710000,314758000,-18616962000,860622000,85592000,0,79040000,0,3723094000,158800000,186.930,3.050,35.350,2.600,0.680,0.086,0.033,0.019,0.044,0.094,0.036,0.2390,0.0230,0.0170,2.48,14/12/2023,75.00,11909999616,24.59,0.40,0.039,0.040,0.052,0.08
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,0.59,2023,FY,20/02/2024,45754000000,18520000000,10714000000,26732000000,97703000000,23571000000,70223000000,35547000000,6517000000,42064000000,1527000000,12952000000,2249000000,1128000000,15923000000,11311000000,12439000000,14490000000,12952000000,11599000000,-1852000000,13663000000,-28401000000,9747000000,254000000,-7952000000,1760000000,0,73782000000,4323000000,10.580,2.480,6.360,1.130,0.950,0.413,0.137,0.110,0.153,0.595,0.247,0.1740,0.0360,0.0300,7.41,24/06/2024,63.97,276542324736,25.79,6.04,0.042,0.038,0.060,0.08
KVUE,Kenvue Inc.,Consumer Defensive,Household & Personal Products,1.26,2023,FY,31/12/2023,15443000000,6831000000,1664000000,6138000000,27851000000,5481000000,16640000000,7687000000,643000000,8427000000,358000000,2190000000,526000000,167895,5673000000,2939000000,3566000000,2548000000,2190000000,3168000000,-469000000,1382000000,-7045000000,2699000000,188000000,-766000000,19000000,0,429000000,1915057047,8.060,0.870,5.850,1.120,0.780,0.148,0.114,0.060,0.131,0.558,0.190,0.2400,0.0420,0.0320,8.21,04/05/2024,19.08,36539289600,21.93,2.37,0.045,0.035,0.078,0.08
L,Loews Corporation,Financial Services,Insurance - Property & Casualty,0.84,2023,FY,06/02/2024,15678000000,0,1434000000,2149000000,79197000000,102000000,62672000000,7919000000,1084000000,9003000000,376000000,1996000000,451000000,1737000000,6581000000,-2194000000,-1656000000,2261000000,1996000000,3907000000,-686000000,45220000000,36217000000,3221000000,36000000,-57000000,2000000,0,15617000000,227480000,68.920,6.300,72.640,21.070,633.020,0.091,-0.069,0.018,-0.028,1.000,-0.140,0.2260,0.0420,0.0320,-5.84,10/06/2024,75.34,17138342912,11.96,1.09,0.045,0.035,0.060,0.08
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,0.68,2023,FY,13/02/2024,15438000000,13194000000,199000000,4005000000,12695000000,2990000000,8437000000,5180000000,18000000,5198000000,212000000,403000000,195000000,167895,942000000,621000000,1657000000,606000000,403000000,1165000000,-207000000,777000000,-4421000000,958000000,77000000,-201000000,0,0,2364000000,137000000,112.690,1.450,31.080,1.340,1.240,0.047,0.034,0.016,0.064,0.145,0.040,0.4840,0.0410,0.0210,2.93,17/06/2024,143.86,19708819456,99.21,1.28,0.043,0.037,0.058,0.08
LEN,Lennar Corporation,Consumer Cyclical,Residential Construction,1.6,2023,FY,26/01/2024,34233366000,249022000,3938511000,27530086000,39234303000,1631401000,12532337000,2816482000,2553763000,2816482000,257893000,5202304000,1241013000,110164000,501338000,5527707000,5527707000,5437417000,5202304000,5179738000,-99799000,6273724000,3457242000,5079939000,160720000,-430560000,29508000,0,22369368000,283319000,120.830,13.730,94.250,16.880,5.630,0.148,0.132,0.100,0.147,0.993,0.161,0.2390,0.0920,0.0700,21.43,30/05/2024,157.03,44489580544,11.44,1.30,0.046,0.034,0.099,0.08
LH,Laboratory Corporation of America Holdings,Healthcare,Medical - Diagnostics & Research,1.03,2023,FY,26/02/2024,12161600000,9016500000,418000000,3765400000,16725099999,3225200000,8834600000,4054700000,1172000000,5954200000,199600000,568900000,188500000,167895,2021400000,1123700000,1704600000,806100000,568900000,1327700000,-453600000,536799999,-5417400001,874100000,128700000,-254000000,7700000,0,7888200000,87100000,139.630,4.800,90.590,1.170,1.020,0.053,0.057,0.025,0.083,0.259,0.092,0.3310,0.0340,0.0220,5.63,30/06/2024,203.13,17692622848,42.32,1.45,0.044,0.036,0.066,0.08
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,0.72,2023,FY,20/02/2024,19419000000,14306000000,1227000000,7912000000,41687000000,8004000000,22858000000,10917000000,2085000000,13950000000,543000000,1221000000,23000000,167895,3088000000,2025000000,3529000000,1793000000,1221000000,2096000000,-449000000,560000000,-13390000000,1647000000,320000000,-868000000,190000000,0,3220000000,189600000,102.420,6.470,99.310,0.990,0.800,0.065,0.062,0.029,0.060,0.263,0.104,0.0190,0.0390,0.0380,3.73,24/06/2024,225.49,42752905216,34.85,2.20,0.042,0.038,0.062,0.08
LIN,Linde plc,Basic Materials,Chemicals - Specialty,0.94,2023,FY,28/02/2024,32854000000,17492000000,6199000000,12620000000,80811000000,15717000000,39716000000,14112000000,6203000000,20315000000,413000000,7988000000,1814000000,3816000000,7093000000,8024000000,12310000000,8426000000,7988000000,9305000000,-3787000000,4664000000,-15651000000,5518000000,141000000,-2482000000,1000000,0,8845000000,488191000,67.300,12.700,84.180,0.800,0.670,0.156,0.103,0.077,0.123,0.468,0.244,0.2270,0.0200,0.0160,19.43,02/07/2024,430.09,209966071808,33.87,6.39,0.044,0.036,0.072,0.08
LKQ,LKQ Corporation,Consumer Cyclical,Auto - Parts,1.29,2023,FY,22/02/2024,13866000000,8291000000,936000000,4868000000,15079000000,3318000000,8898000000,4818000000,820000000,5638000000,214000000,1235000000,306000000,319000000,4153000000,1357000000,1785000000,1456000000,1235000000,1356000000,-358000000,299000000,-5339000000,998000000,40000000,-302000000,3000000,0,7290000000,267600000,51.820,3.520,23.100,1.470,0.530,0.152,0.087,0.062,0.115,0.402,0.098,0.2480,0.0380,0.0290,6.34,26/06/2024,41.64,11142863872,11.83,0.80,0.043,0.037,0.070,0.08
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,0.41,2023,FY,21/02/2024,34124100000,6576000000,5240400000,25727000000,64006300000,27293200000,53142600000,18320800000,6904500000,25225300000,312300000,6554600000,1314200000,1527300000,17222700000,10325400000,12455500000,6866900000,6554600000,4240100000,-7392100000,2927700000,-22297600000,-3152000000,628500000,-4069300000,593600000,0,10312300000,900181000,37.910,5.820,12.070,0.940,0.730,0.486,0.229,0.082,0.281,0.807,0.303,0.2010,0.0120,0.0100,33.06,25/06/2024,904.61,814312718336,155.43,23.86,0.042,0.038,0.056,0.08
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,0.46,2023,FY,23/01/2024,67571000000,59092000000,6920000000,20521000000,52456000000,16937000000,45621000000,17291000000,168000000,17459000000,916000000,8098000000,1178000000,1430000000,-28000000,8507000000,10444000000,9014000000,8098000000,7920000000,-1691000000,1442000000,-16017000000,6229000000,265000000,-3056000000,240000000,0,15398000000,250300000,269.960,27.650,27.310,1.210,1.030,1.012,0.299,0.132,0.240,0.126,0.126,0.1450,0.0520,0.0450,9.29,27/05/2024,458.48,114757541888,16.58,1.70,0.045,0.035,0.059,0.08
LNT,Alliant Energy Corporation,Utilities,Regulated Electric,0.56,2023,FY,16/02/2024,4027000000,2969000000,703000000,1272000000,21988000000,2304000000,15211000000,8225000000,1286000000,9704000000,394000000,707000000,4000000,167895,115000000,943000000,1619000000,1101000000,707000000,867000000,-1854000000,62000000,-9642000000,-987000000,12000000,-456000000,3000000,0,3756000000,253000000,15.920,2.780,26.790,0.550,0.400,0.104,0.058,0.032,0.048,0.263,0.234,0.0060,0.0410,0.0400,2.39,20/06/2024,50.99,12900469760,18.34,3.20,0.043,0.037,0.054,0.08
LRCX,Lam Research Corporation,Technology,Semiconductors,1.49,2023,FY,15/08/2023,17428516000,9651591000,4510931000,13228412000,18781643000,4184918000,10571471000,5003183000,8358000,5011541000,186462000,5109210000,598279000,342432000,2559915000,5174860000,5601592000,5295672000,5109210000,5178938000,-501568000,5374697000,363156000,4677370000,286600000,-907907000,133000,0,22032096000,135472000,128.650,33.300,60.600,3.160,2.010,0.549,0.346,0.240,0.355,0.446,0.297,0.1170,0.0370,0.0330,27.75,16/04/2024,963.23,130490695680,28.93,7.49,0.047,0.030,0.094,0.08
LUV,Southwest Airlines Co.,Industrials,"Airlines,  Airports & Air Services",1.15,2023,FY,06/02/2024,26091000000,21868000000,465000000,13955000000,36487000000,12256000000,25972000000,8963000000,237000000,9200000000,236000000,633000000,168000000,167895,3999000000,224000000,2331000000,869000000,633000000,3164000000,-3553000000,11474000000,2274000000,-389000000,86000000,-428000000,888000000,0,16297000000,595000000,43.850,0.780,17.670,1.140,1.070,0.044,0.008,0.013,0.009,0.162,0.009,0.2650,0.0260,0.0190,0.95,10/06/2024,29.70,17671499776,38.08,0.68,0.045,0.035,0.062,0.08
LVS,Las Vegas Sands Corp.,Consumer Cyclical,"Gambling,  Resorts & Casinos",1.12,2023,FY,07/02/2024,10372000000,5205000000,1221000000,5777000000,21778000000,4422000000,17674000000,12129000000,1900000000,14029000000,818000000,1775000000,344000000,167895,2827000000,2313000000,3886000000,2383000000,1775000000,3227000000,-1257000000,5105000000,-8924000000,1970000000,44000000,-305000000,1000000,0,2600000000,763000000,13.590,1.600,5.380,1.310,1.300,0.296,0.103,0.056,0.133,0.498,0.223,0.1940,0.0580,0.0470,2.83,11/06/2024,44.12,33663559680,27.58,3.25,0.044,0.036,0.074,0.08
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods,0.73,2023,FY,25/07/2023,5350600000,3918500000,1008900000,2127200000,6519800000,1360200000,5108500000,3248400000,242300000,3490700000,109200000,772900000,224600000,218300000,550000000,882100000,1104900000,1342700000,772900000,761700000,-654000000,304800000,-3185900000,107700000,38500000,-146100000,150300000,0,2160700000,144500000,37.030,6.980,9.770,1.560,0.880,0.715,0.128,0.155,0.171,0.268,0.165,0.2910,0.0310,0.0220,8.08,26/03/2024,105.60,15259199488,15.13,2.85,0.042,0.040,0.061,0.08
LYB,LyondellBasell Industries N.V.,Basic Materials,Chemicals - Specialty,1.1,2023,FY,22/02/2024,41107000000,35849000000,2114000000,3405000000,37000000000,7150000000,23942000000,11742000000,1259000000,13001000000,477000000,2627000000,501000000,167895,1687000000,3053000000,5156000000,3092000000,2627000000,4942000000,-1531000000,3405000000,-9596000000,3411000000,91000000,-1610000000,19000000,0,9692000000,325000000,126.480,6.480,40.180,0.480,-0.190,0.164,0.095,0.057,0.102,0.128,0.074,0.1910,0.0370,0.0300,6.4,26/06/2024,95.78,31128500224,14.78,0.76,0.043,0.037,0.068,0.08
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,1.34,2023,FY,22/02/2024,22749073000,17292016000,563280000,9577754000,19074045000,9959903000,17593179000,7145117000,1292807000,8437924000,350244000,894544000,160227000,167895,4404781000,1066203000,1766503000,1073751000,894544000,1370794000,-475257000,6231866000,-2206058000,895537000,115959000,0,2298000,0,-2407949000,228628390,99.500,2.460,6.480,0.960,0.960,-32.848,0.104,0.030,0.117,0.240,0.047,0.1790,0.0420,0.0340,3.04,26/06/2024,90.32,20649715712,36.72,0.91,0.043,0.037,0.076,0.08
MA,Mastercard Incorporated,Financial Services,Financial - Credit Services,1.09,2023,FY,13/02/2024,25098000000,6022000000,11195000000,18961000000,42448000000,16264000000,35451000000,14344000000,1337000000,15681000000,575000000,13639000000,2444000000,799000000,11158000000,14547000000,15346000000,14214000000,13639000000,11980000000,-371000000,9180000000,-6501000000,11609000000,460000000,-2158000000,0,0,62564000000,944000000,26.590,11.860,7.410,1.170,1.170,1.616,0.528,0.264,0.556,0.760,0.580,0.1790,0.0370,0.0300,25.3,17/06/2024,448.11,423015841792,37.78,16.85,0.043,0.037,0.081,0.08
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,REIT - Residential,0.85,2023,FY,09/02/2024,2148468000,1333204000,552806000,55091000,11484503000,566275000,5185381000,4567569000,495000000,4567569000,149234000,570845000,4744000,167895,126362000,1686928000,1285944000,706784000,570845000,1137187000,-539376000,41314000,-4526255000,597811000,15699000,-655405000,20335000,9000,-1298263000,116521000,18.440,4.710,54.060,0.100,0.100,0.090,0.150,0.048,0.154,0.380,0.785,0.0080,0.0330,0.0320,11.3,13/06/2024,138.21,16104367104,29.34,7.50,0.043,0.038,0.065,0.08
MAR,"Marriott International, Inc.",Consumer Cyclical,Travel Lodging,1.6,2023,FY,13/02/2024,23713000000,18589000000,3083000000,3311000000,25674000000,7762000000,26356000000,12207000000,553000000,12760000000,565000000,3378000000,295000000,277000000,1200000000,3864000000,4280000000,3943000000,3378000000,3170000000,-452000000,338000000,-12422000000,2718000000,205000000,-587000000,5000000,14838000000,14838000000,301500000,78.650,10.230,-2.260,0.430,0.430,-4.520,0.292,0.120,0.216,0.216,0.163,0.0870,0.0440,0.0400,6.84,17/06/2024,244.70,73777053696,23.92,3.11,0.043,0.037,0.093,0.08
MAS,Masco Corporation,Industrials,Construction,1.24,2023,FY,08/02/2024,7967000000,5131000000,908000000,2856000000,5363000000,1695000000,5247000000,3203000000,3000000,3206000000,106000000,1238000000,278000000,167895,1481000000,1348000000,1508000000,1292000000,1238000000,1413000000,-243000000,634000000,-2572000000,1170000000,31000000,-257000000,221000000,0,-596000000,225000000,35.410,4.040,0.520,1.680,1.080,-7.206,0.339,0.169,0.368,0.356,0.169,0.2250,0.0330,0.0260,12.72,12/06/2024,68.98,15520499712,17.07,1.95,0.043,0.037,0.078,0.08
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,0.71,2023,FY,22/02/2024,25493700000,11312900000,8468800000,7986400000,56146800000,6859000000,60853500000,37152900000,2880500000,50210600000,1360800000,10522200000,2053400000,381700000,2435200000,11745600000,12127300000,11883000000,10522200000,9611900000,-2357400000,4579300000,-45631300000,7254500000,175200000,-4532800000,16600000,0,63479900000,727900000,35.020,11.630,-6.470,1.160,1.160,-1.799,0.268,0.151,0.238,0.556,0.461,0.1950,0.0270,0.0220,8.63,26/06/2024,257.83,187674460160,22.17,7.36,0.043,0.037,0.059,0.08
MCHP,Microchip Technology Incorporated,Technology,Semiconductors,1.54,2023,FY,25/05/2023,8438700000,2740800000,2237700000,3069300000,16370300000,3118600000,9856700000,5041700000,1398200000,6439900000,198300000,2909700000,672000000,661900000,2585900000,3116000000,3777900000,3108000000,2909700000,3621000000,-486200000,234000000,-6205900000,3134800000,170400000,-695300000,500000,0,5764100000,550400000,15.330,4.070,11.830,0.980,0.560,0.344,0.185,0.137,0.235,0.675,0.369,0.2310,0.0310,0.0240,15.71,25/01/2024,89.65,49343361024,22.03,5.85,0.041,0.040,0.092,0.08
MCK,McKesson Corporation,Healthcare,Medical - Distribution,0.45,2023,FY,09/05/2023,276711000000,264353000000,3560000000,44292000000,62320000000,47957000000,63810000000,6028000000,1267000000,7295000000,248000000,4630000000,905000000,1306000000,7776000000,4381000000,5687000000,4713000000,4630000000,5159000000,-558000000,4678000000,-2617000000,4601000000,162000000,-292000000,3000000,0,12295000000,141100000,1961.100,25.230,-10.560,0.920,0.510,-1.917,0.648,0.057,0.305,0.045,0.016,0.1950,0.0340,0.0270,17.67,09/01/2024,481.06,67877564416,19.07,0.25,0.040,0.040,0.055,0.08
MCO,Moody's Corporation,Financial Services,Financial - Data & Stock Exchanges,1.28,2023,FY,14/02/2024,5916000000,2062000000,1607000000,4225000000,14622000000,2500000000,11146000000,7001000000,108000000,7415000000,207000000,1935000000,327000000,373000000,1633000000,2221000000,2594000000,2141000000,1935000000,2151000000,-271000000,2193000000,-5222000000,1880000000,193000000,0,3000000,0,14659000000,183200000,32.290,8.770,18.970,1.690,1.690,0.484,0.177,0.110,0.183,0.652,0.375,0.1690,0.0280,0.0230,10.73,18/06/2024,420.08,76958654464,47.90,13.01,0.042,0.038,0.085,0.08
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Food Confectioners,0.54,2023,FY,02/02/2024,36016000000,22252000000,4959000000,11703000000,71391000000,19013000000,43025000000,17424000000,2521000000,19945000000,550000000,5880000000,1537000000,1215000000,8153000000,5502000000,7149000000,7046000000,5880000000,4714000000,-1112000000,1810000000,-18135000000,3602000000,146000000,-2160000000,0,0,34236000000,1363000000,26.420,3.640,20.810,0.620,0.430,0.175,0.084,0.070,0.105,0.382,0.153,0.2610,0.0280,0.0200,10,06/06/2024,68.19,92942966784,18.73,2.58,0.043,0.037,0.055,0.08
MDT,Medtronic plc,Healthcare,Medical - Devices,0.83,2023,FY,22/06/2023,31227000000,10719000000,3758000000,21675000000,90948000000,9051000000,39283000000,24344000000,20000000,24364000000,636000000,5364000000,1580000000,3557000000,14678000000,5485000000,9042000000,5974000000,5364000000,6039000000,-1459000000,7959000000,-16405000000,4580000000,355000000,-3616000000,0,0,30392000000,1329800000,23.480,2.830,38.850,2.390,1.810,0.073,0.051,0.041,0.067,0.657,0.176,0.2950,0.0260,0.0180,8.62,22/02/2024,85.06,113112784896,30.06,3.62,0.043,0.040,0.064,0.08
MET,"MetLife, Inc.",Financial Services,Insurance - Life,1.05,2023,FY,16/02/2024,66407000000,0,1578000000,302051000000,687584000000,309000000,657331000000,18709000000,119000000,18828000000,1045000000,2162000000,560000000,718000000,-64764000000,1643000000,2361000000,3183000000,2162000000,13721000000,-1170000000,308096000000,289268000000,12551000000,171000000,-1764000000,12000000,0,40146000000,757700000,87.640,1.820,39.930,977.510,1315.110,0.053,0.025,0.002,0.002,1.000,0.025,0.2590,0.0560,0.0410,1.57,20/06/2024,70.85,53683044352,38.93,0.81,0.043,0.037,0.071,0.08
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,1.21,2023,FY,02/02/2024,134902000000,25959000000,39098000000,85365000000,229623000000,31960000000,76455000000,35611000000,1623000000,37234000000,446000000,47428000000,8330000000,11178000000,62192000000,46751000000,57929000000,47874000000,47428000000,71113000000,-27266000000,65403000000,28169000000,43847000000,14027000000,0,0,0,82070000000,2574000000,52.410,15.190,59.510,2.670,2.670,0.255,0.202,0.170,0.236,0.808,0.347,0.1760,0.0120,0.0100,104.82,06/06/2024,493.76,1270938206208,32.51,9.42,0.043,0.037,0.086,0.08
MGM,MGM Resorts International,Consumer Cyclical,"Gambling,  Resorts & Casinos",2.25,2023,FY,23/02/2024,16164249000,9367690000,1142180000,4910593000,42368548000,3126068000,38001047000,6343810000,144327000,31471274000,460293000,1472763000,157839000,167895,5213471000,1583088000,2397216000,1760312000,1472763000,2690777000,-931813000,2927833000,-28543441000,1758964000,73607000,0,3266000,0,3664008000,354926000,45.540,3.220,12.310,1.570,1.530,0.300,0.137,0.027,0.040,0.420,0.098,0.1070,0.0150,0.0130,3.44,27/06/2024,43.37,15393140736,13.47,0.95,0.043,0.037,0.050,0.08
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",1.38,2023,FY,23/02/2024,11135115000,8321066999,-439516000,5604217000,13559869000,3145914000,5930733000,1646725000,1112798000,3152089000,77514000,-354509000,84862000,808933000,2004702000,809346000,1618279000,-277140000,-354509000,1323637000,-612929000,642550000,-2509539000,710708000,20960000,0,710000,0,6970244000,63657000,174.920,-6.900,119.850,1.780,0.970,-0.058,0.097,-0.032,0.078,0.253,0.073,-0.2390,0.0250,0.0300,10.44,27/06/2024,108.05,6878138880,-15.66,0.62,0.043,0.037,0.074,0.08
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,0.75,2023,FY,25/01/2024,6662200000,4159700000,680600000,2001600000,12862300000,3098900000,7778800000,3519800000,1071500000,4591300000,208200000,798700000,174500000,167895,1478300000,963000000,1268600000,1063300000,798700000,1237300000,-263900000,166600000,-4424700000,973400000,63400000,-418500000,2199600000,0,3249700000,268399999,24.820,2.540,18.940,0.650,0.280,0.134,0.078,0.053,0.099,0.376,0.144,0.2180,0.0450,0.0350,4.63,29/05/2024,70.18,18836312064,27.63,2.83,0.046,0.034,0.064,0.08
MKTX,MarketAxess Holdings Inc.,Financial Services,Financial - Capital Markets,1.03,2023,FY,22/02/2024,750898000,150360000,258055000,1345145000,2015067000,582303000,722104000,79677000,79677000,79677000,1983000,332700000,74645000,432209000,281849000,318689000,395099000,334683000,332700000,360118000,-52448000,507129000,427452000,307670000,29190000,-109658000,123000,1244216000,1244216000,37546000,20.000,6.870,34.440,2.310,2.480,0.200,0.170,0.128,0.222,0.800,0.424,0.2240,0.0250,0.0190,160.71,26/06/2024,196.10,7362770432,28.54,9.81,0.043,0.037,0.080,0.08
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Construction Materials,0.91,2023,FY,23/02/2024,6777200000,4754600000,1168900000,3918900000,15479700000,1170200000,7444100000,3945600000,473000000,4924800000,170600000,1492800000,292500000,167895,414400000,1608200000,2115500000,1632000000,1492800000,1528400000,-650300000,1282300000,-3642500000,878100000,50000000,-174000000,600000,2400000,4562600000,61900000,109.490,19.380,129.820,3.350,2.500,0.146,0.104,0.076,0.112,0.298,0.237,0.1960,0.0350,0.0280,9.43,27/06/2024,538.29,33320151040,27.78,4.92,0.043,0.037,0.070,0.08
