Ticker,Company Name,Sector,Industry,Beta,Calendar Year,Period,Filing Date,Revenue,Cost Of Revenue,Net Income,Total Current Assets,Total Assets,Total Current Liabilities,Total Liabilities,Long-Term Debt,Short-Term Debt,Total Debt,Interest Expense,Income Before Tax,Income Tax Expense,Depreciation and Amortization,Operating Expenses,Operating Income,EBITDA,EBIT,EBT,Operating Cash Flow,Capital Expenditure,Cash And Short Term Investments,Net Cash,Free Cash Flow,Stock Based Compensation,Dividends Paid,Common Stock,Preferred Stock,Retained Earnings,Weighted Average Shares Outstanding,Revenue Per Share,Earnings per Share,Book Value Per Share,Current Ratio,Quick Ratio,Return On Equity,Return On Invested Capital,Return On Assets,Return On Capital Employed,Gross Profit Margin,Operating Profit Margin,Effective Tax Rate,Pre-Tax Cost of Debt,After-Tax Cost of Debt,Interest Coverage Ratio,Price Dates,Price,Market Cap,P/E Ratio,P/S Ratio,Risk Free Rate,Equity Risk Premium,WACC,Avg Market Return
IPG,"The Interpublic Group of Companies, Inc.",Communication Services,Advertising Agencies,1.11,2023,FY,,10889300000.0,9339400000.0,1098400000,10950400000.0,19267300000,10330900000,15221200000,3200000000,536900000.0,3200000000,225600000.0,1408000000,291200000,264300000,67200000,1482700000,1747000000,1615200000,1408000000,554700000,-179300000.0,2390000000,-810000000,375400000,46700000.0,-479100000.0,38300000.0,,4254500000.0,384100000,28.35,2.86,10.53,1.06,0.77,0.279,0.153,0.057,0.166,0.142,0.136,0.207,0.07,0.056,6.57,,29.51,11334791168,10.32,1.04,0.042,0.038,0.078,0.08
IQV,IQVIA Holdings Inc.,Healthcare,Medical - Diagnostics & Research,1.5,2023,FY,,15005000000.0,10870000000.0,1358000000,5596000000.0,26681000000,6491000000,20569000000,12955000000,825000000.0,14231000000,719000000.0,1459000000,101000000,167895,2053000000,2082000000,3207000000,2178000000,1459000000,2149000000,-649000000.0,1496000000,-12735000000,1500000000,217000000.0,,3000000.0,,4692000000.0,183800000,81.64,7.39,33.25,0.86,0.86,0.222,0.097,0.051,0.103,0.276,0.139,0.069,0.05,0.047,2.9,,214.19,39368122368,28.98,2.62,0.042,0.038,0.085,0.08
IR,Ingersoll Rand Inc.,Industrials,Industrial - Machinery,1.45,2023,FY,,6876100000.0,4361400000.0,778700000,4050400000.0,15563500000,1827300000,5716800000,2693000000,30600000.0,2723600000,156700000.0,1031099999,240000000,167895,1350400000,1164300000,1623400000,1175400000,1031099999,1377400000,-105400000.0,1595500000,-1128100000,1272000000,51900000.0,-32400000.0,4300000.0,,1697200000.0,404800000,16.99,1.92,24.32,2.22,1.67,0.08,0.071,0.05,0.085,0.366,0.169,0.233,0.058,0.044,7.43,,90.97,36824657920,47.38,5.36,0.043,0.037,0.093,0.08
IRM,Iron Mountain Incorporated,Real Estate,REIT - Specialty,1.0,2023,FY,,5480289000.0,2357800000.0,184234000,1735545000.0,17473802000,2236188000,17084082000,14374894000,412465000.0,14787359000,598403000.0,227206000,39943000,167895,2012446000,921778000,1843691000,822580000,227206000,1113567000,-1345097000.0,222789000,-14564570000,-231530000,73799000.0,-737650000.0,2921000.0,4324964000.0,-3953808000.0,291936000,18.77,0.63,1.33,0.78,0.78,0.87,0.051,0.01,0.06,0.57,0.168,0.176,0.04,0.033,1.54,,88.45,25821739008,140.4,4.71,0.043,0.037,0.063,0.08
ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical - Instruments & Supplies,1.39,2023,FY,,7124100000.0,2394600000.0,1798000000,7888000000.0,15441500000,1658700000,2044200000,-82100000,25300000.0,89800000,,1958900000,141600000,421800000,2962700000,1766800000,2188600000,1939600000,1958900000,1813800000,-1064200000.0,5223200000,5133400000,749600000,592800000.0,,400000.0,,4743000000.0,351200000,20.29,5.12,38.15,4.76,4.02,0.135,0.124,0.116,0.128,0.664,0.248,0.072,,,,,406.61,142801436672,79.42,20.04,0.043,0.037,0.094,0.08
IT,"Gartner, Inc.",Technology,Information Technology Services,1.33,2023,FY,,5906956000.0,1903240000.0,882466000,3427886000.0,7835919000,3777719000,7155285000,2448696000,108093000.0,3070195000,132772000.0,1147129000,264663000,167895,2766241000,1130865000,1274168000,1279901000,1147129000,1155737000,-103124000.0,1324961000,-1745234000,1052613000,129841000.0,,82000.0,76331000.0,4739292000.0,79004000,74.77,11.17,8.62,0.91,0.91,1.296,0.269,0.113,0.279,0.678,0.191,0.231,0.043,0.033,8.52,,450.48,35589722112,40.33,6.03,0.042,0.038,0.088,0.08
ITW,Illinois Tool Works Inc.,Industrials,Industrial - Machinery,1.11,2023,FY,,16107000000.0,9316000000.0,2957000000,6235000000.0,15518000000,4675000000,12505000000,6487000000,1883000000.0,8370000000,266000000.0,3823000000,866000000,395000000,2751000000,4040000000,4520000000,4089000000,3823000000,3539000000,-455000000.0,1065000000,-7305000000,3084000000,69000000.0,-1615000000.0,6000000.0,,27122000000.0,302600000,53.23,9.77,9.96,1.33,0.97,0.982,0.274,0.191,0.373,0.422,0.251,0.227,0.032,0.025,15.19,,240.6,72805556224,24.63,4.52,0.043,0.038,0.078,0.08
IVZ,Invesco Ltd.,Financial Services,Asset Management,1.46,2023,FY,,5716400000.0,1825200000.0,-96900000,2883200000.0,28933800000,1254600000,13017800000,8611300000,64599999.0,8611300000,70500000.0,-237900000,-69700000,4830600000,4284399999,-393200000,1173000000,-96100000,-237900000,1300800000,-164300000.0,1931600000,-6679700000,1136500000,114600000.0,-594700000.0,113200000.0,4010500000.0,6826700000.0,454800000,12.57,-0.21,35.0,2.3,0.76,-0.007,-0.012,-0.003,-0.014,0.681,-0.069,0.293,0.008,0.006,-5.58,,15.09,6862931968,-71.86,1.2,0.043,0.038,0.046,0.08
J,Jacobs Engineering Group Inc.,Industrials,Engineering & Construction,0.7,2023,FY,,16352414000.0,12879099000.0,665777000,4690353000.0,14617109000,3422561000,7384048000,3356701000,213507000.0,3570208000,168108000.0,916679000,196181000,167895,2398078000,1075237000,1392039000,1030066000,916679000,974763000,-137486000.0,926582000,-2643626000,837277000,74337000.0,-128419999.0,125977000.0,,4542872000.0,126607000,129.16,5.32,57.13,1.37,1.37,0.102,0.083,0.046,0.096,0.212,0.066,0.214,0.047,0.037,6.4,,151.28,19153106944,28.44,1.17,,,0.006,0.08
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,1.14,2023,FY,,12829665000.0,11444558000.0,728287000,2084911999.0,8805270000,1779421000,4701512000,1326107000,349861000.0,1928868000,65933000.0,934887000,206600000,167895,364105000,1021002000,1758956000,1000820000,934887000,1744618000,-1862431000.0,53344000,-1875524000,-117813000,79189000.0,-173898000.0,1671000.0,,6978119000.0,103440000,124.03,7.04,39.67,1.17,1.15,0.178,0.138,0.083,0.145,0.108,0.08,0.221,0.034,0.027,15.49,,157.12,16252492800,22.32,1.27,0.043,0.037,0.079,0.08
JBL,Jabil Inc.,Technology,"Hardware,  Equipment & Parts",1.27,2023,FY,,34702000000.0,31835000000.0,818000000,14730000000.0,19424000000,12695000000,16557000000,3144000000,104000000.0,3248000000,202000000.0,1262000000,444000000,924000000,1273000000,1537000000,2575000000,1464000000,1262000000,1734000000,-1030000000.0,1804000000,-1444000000,704000000,95000000.0,-45000000.0,,,4412000000.0,133000000,260.92,6.15,21.56,1.16,0.75,0.285,0.163,0.042,0.228,0.083,0.044,0.352,0.062,0.04,7.61,,113.19,15054270464,18.4,0.43,0.043,0.04,0.081,0.08
JCI,Johnson Controls International plc,Industrials,Construction,1.3,2023,FY,,26793000000.0,17822000000.0,1849000000,10737000000.0,42242000000,11084000000,24548000000,7818000000,1030000000.0,8848000000,281000000.0,1710000000,-323000000,848000000,6181000000,2790000000,3903000000,1807000000,1710000000,2221000000,-539000000.0,835000000,-8013000000,1682000000,111000000.0,-980000000.0,7000000.0,,1384000000.0,684300000,39.15,2.7,25.86,0.97,0.72,0.112,0.131,0.044,0.09,0.335,0.104,-0.189,0.032,0.038,9.93,,63.69,43583066112,23.59,1.63,0.046,0.034,0.081,0.08
JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,0.63,2023,FY,,2077702000.0,1219062000.0,366646000,627962000.0,2773826000,399729000,399729000,275000000,380573000.0,275000000,15073000.0,474574000,107928000,190726000,377952000,480688000,489647000,489647000,474574000,381559000,-206984000.0,12243000,-262757000,174575000,28611000.0,-147237000.0,1041000.0,,2855751000.0,72918000,28.49,5.03,32.56,0.03,1.57,0.228,0.164,0.132,0.202,0.413,0.231,0.227,0.055,0.042,31.89,,165.89,12096366592,32.98,5.82,0.047,0.03,0.067,0.08
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,0.52,2023,FY,,85152000000.0,26739000000.0,35153000000,53495000000.0,167558000000,46282000000,98784000000,25881000000,3451000000.0,30432000000,1247000000.0,15062000000,1736000000,7486000000,36560000000,21853000000,29339000000,38136000000,15062000000,22791000000,-4543000000.0,22927000000,-7505000000,18248000000,1162000000.0,-11770000000.0,3120000000.0,,153843000000.0,2407078000,35.38,14.6,27.15,1.16,0.91,0.511,0.197,0.21,0.18,0.686,0.257,0.115,0.041,0.036,17.52,,147.78,355717971968,10.12,4.18,0.043,0.037,0.06,0.08
JNPR,"Juniper Networks, Inc.",Technology,Communication Equipment,0.95,2023,FY,,5564500000.0,2362600000.0,310200000,3795500000.0,9518500000,2104000000,5025800000,1699700000,204500000.0,1699700000,80000000.0,349000000,29200000,192200000,2633800000,470100000,813000000,419400000,349000000,872800000,-159400000.0,1207500000,-492200000,713400000,279400000.0,-280800000.0,,,-2296400000.0,320000000,17.39,0.97,14.04,1.8,1.35,0.069,0.067,0.033,0.063,0.575,0.084,0.084,0.047,0.043,5.88,,35.45,11344000000,36.55,2.04,0.044,0.036,0.074,0.08
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,1.11,2023,FY,,154952000000.0,,49552000000,1748983000000.0,3875393000000,44712000000,3547515000000,391825000000,44712000000.0,436537000000,81321000000.0,61612000000,12060000000,7512000000,87172000000,61612000000,-1792000000,142933000000,61612000000,12974000000,-1291000000.0,305218000000,-131319000000,11683000000,3117000000.0,-13463000000.0,4105000000.0,27404000000.0,332901000000.0,2938600000,52.73,16.86,111.58,39.12,80.63,0.151,0.065,0.013,0.016,1.0,0.398,0.196,0.186,0.15,0.76,,198.67,583811661824,11.78,3.77,0.043,0.037,0.112,0.08
K,Kellanova,Consumer Defensive,Packaged Foods,0.35,2023,FY,,13122000000.0,8839000000.0,951000000,3330000000.0,15621000000,5060000000,12252000000,5089000000,905000000.0,6526000000,303000000.0,1040000000,258000000,167895,2778000000,1505000000,1924000000,1512000000,1040000000,1645000000,-677000000.0,274000000,-6252000000,968000000,95000000.0,-800000000.0,105000000.0,,8804000000.0,342000000,38.37,2.78,9.85,0.66,0.41,0.3,0.123,0.061,0.142,0.326,0.115,0.248,0.046,0.035,4.97,,58.26,19924920320,20.96,1.52,0.042,0.038,0.051,0.08
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,0.62,2023,FY,,14814000000.0,6734000000.0,2181000000,3375000000.0,52130000000,8916000000,26454000000,11358000000,3466000000.0,14824000000,496000000.0,2757000000,576000000,167895,4886000000,3192000000,3975000000,3253000000,2757000000,1329000000,-481000000.0,267000000,-14557000000,848000000,116000000.0,-1142000000.0,14000000.0,,4559000000.0,1399300000,10.59,1.56,18.35,0.38,0.25,0.085,0.062,0.042,0.074,0.545,0.216,0.209,0.034,0.026,6.44,,34.41,48149913600,22.06,3.25,0.043,0.037,0.057,0.08
KEY,KeyCorp,Financial Services,Banks - Regional,1.25,2023,FY,,10397000000.0,,967000000,12900000000.0,188281000000,117950000000,173644000000,19554000000,3091000000.0,22645000000,1613000000.0,1160000000,196000000,89000000,1642000000,3000000,3000000,2776000000,1160000000,2903000000,-142000000.0,11758000000,-10887000000,2761000000,121000000.0,-911000000.0,1257000000.0,2500000000.0,15672000000.0,927217000,11.21,0.89,15.79,0.11,0.24,0.066,,0.005,,1.0,,0.169,0.071,0.059,,,13.53,12545246208,15.2,1.21,0.043,0.037,0.07,0.08
KEYS,"Keysight Technologies, Inc.",Technology,"Hardware, Equipment & Parts",0.95,2023,FY,,5464000000.0,1932000000.0,1057000000,4809000000.0,8683000000,2049000000,4029000000,1387000000,639000000.0,2026000000,78000000.0,1357000000,300000000,167895,2174000000,1358000000,1647000000,1435000000,1357000000,1408000000,-196000000.0,2472000000,446000000,1212000000,135000000.0,,2000000.0,,5611000000.0,178000000,30.7,5.94,26.15,2.35,1.87,0.227,0.158,0.122,0.205,0.646,0.249,0.221,0.038,0.03,17.41,,146.89,26146420736,24.73,4.79,0.046,0.034,0.075,0.08
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,0.52,2023,FY,,26640000000.0,17575000000.0,2855000000,7929000000.0,90339000000,8037000000,40617000000,19394000000,754000000.0,20649000000,920000000.0,3633000000,787000000,167895,3689000000,5376000000,6337000000,4562000000,3633000000,3976000000,-1013000000.0,1403000000,-19246000000,2963000000,141000000.0,-1965000000.0,12000000.0,,1367000000.0,1227000000,21.71,2.33,40.52,0.99,0.54,0.058,0.06,0.032,0.065,0.34,0.202,0.217,0.045,0.035,5.84,,32.64,40049278976,14.01,1.5,0.042,0.038,0.053,0.08
KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,1.49,2023,FY,,1783400000.0,1063983000.0,654273000,1421431000.0,18274022000,221545000,8548287000,7616796000,667500000.0,7726781000,250201000.0,643914000,60952000,167895,136807000,582610000,1089875000,965426000,643914000,1071607000,-400158000.0,783757000,-6943024000,671449000,33054000.0,-657460000.0,6199000.0,19000.0,-122576000.0,616947000,2.89,1.02,15.76,6.42,6.42,0.069,0.03,0.036,0.032,0.403,0.327,0.095,0.032,0.029,2.33,,19.27,11888568320,18.89,6.67,0.044,0.036,0.071,0.08
KKR,KKR & Co. Inc.,Financial Services,Asset Management,1.62,2023,FY,,14322870000.0,9462219000.0,3732261000,61375103000.0,317294194000,40628717000,258915282000,49187579000,200000000.0,49387579000,2945971000.0,6554609000,1197523000,-4768281000,2722503000,10336335000,5568054000,7875755000,6554609000,-1493812000,-108393000.0,20348567000,-29039012000,-1602205000,618469000.0,-615032000.0,8850000.0,17538404000.0,9818336000.0,867496813,16.51,4.24,67.3,1.51,0.22,0.163,0.117,0.012,0.037,0.339,0.722,0.183,0.06,0.049,3.51,,106.06,92006711296,25.01,6.42,0.044,0.036,0.084,0.08
KLAC,KLA Corporation,Technology,Semiconductors,1.26,2023,FY,,10496056000.0,4218307000.0,3387277000,8372032000.0,14072357000,3742842000,11152604000,5890736000,34042000.0,5890736000,296940000.0,3789190000,401839000,104813000,2283053000,3994696000,4204229000,4086056000,3789190000,3669805000,-341591000.0,3243159000,-2647577000,3328214000,171424000.0,-732556000.0,2107663000.0,,848431000.0,139483000,75.25,24.28,20.93,2.24,1.47,1.16,0.404,0.241,0.387,0.598,0.381,0.106,0.05,0.045,13.45,,682.84,95244574720,28.12,9.07,0.044,0.04,0.087,0.08
KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,0.92,2023,FY,,15334000000.0,7188000000.0,2391000000,2542000000.0,71020000000,7221000000,39291000000,28067000000,4049000000.0,32116000000,1797000000.0,3201000000,715000000,2250000000,3896000000,4263000000,6485000000,4903000000,3201000000,6491000000,-2345000000.0,83000000,-32033000000,4146000000,63000000.0,-2529000000.0,22000000.0,,-10689000000.0,2234000000,6.86,1.06,14.2,0.35,0.28,0.079,0.053,0.034,0.067,0.531,0.278,0.223,0.056,0.044,2.37,,20.11,44925739008,18.97,2.93,0.042,0.038,0.063,0.08
KMX,"CarMax, Inc.",Consumer Cyclical,Auto - Dealerships,1.69,2023,FY,,29684873000.0,26884670000.0,484762000,5041367000.0,26182736000,1938311000,20569659000,18298965000,632755000.0,18931720000,430698000.0,636804000,152042000,265224000,3032849000,1067502000,1332726000,1067502000,636804000,1283332000,-422710000.0,314758000,-18616962000,860622000,85592000.0,,79040000.0,,3723094000.0,158800000,186.93,3.05,35.35,2.6,0.68,0.086,0.033,0.019,0.044,0.094,0.036,0.239,0.023,0.017,2.48,,75.0,11909999616,24.59,0.4,0.039,0.04,0.052,0.08
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,0.59,2023,FY,,45754000000.0,18520000000.0,10714000000,26732000000.0,97703000000,23571000000,70223000000,35547000000,6517000000.0,42064000000,1527000000.0,12952000000,2249000000,1128000000,15923000000,11311000000,12439000000,14490000000,12952000000,11599000000,-1852000000.0,13663000000,-28401000000,9747000000,254000000.0,-7952000000.0,1760000000.0,,73782000000.0,4323000000,10.58,2.48,6.36,1.13,0.95,0.413,0.137,0.11,0.153,0.595,0.247,0.174,0.036,0.03,7.41,,63.97,276542324736,25.79,6.04,0.042,0.038,0.06,0.08
KVUE,Kenvue Inc.,Consumer Defensive,Household & Personal Products,1.26,2023,FY,,15443000000.0,6831000000.0,1664000000,6138000000.0,27851000000,5481000000,16640000000,7687000000,643000000.0,8427000000,358000000.0,2190000000,526000000,167895,5673000000,2939000000,3566000000,2548000000,2190000000,3168000000,-469000000.0,1382000000,-7045000000,2699000000,188000000.0,-766000000.0,19000000.0,,429000000.0,1915057047,8.06,0.87,5.85,1.12,0.78,0.148,0.114,0.06,0.131,0.558,0.19,0.24,0.042,0.032,8.21,,19.08,36539289600,21.93,2.37,0.045,0.035,0.078,0.08
L,Loews Corporation,Financial Services,Insurance - Property & Casualty,0.84,2023,FY,,15678000000.0,,1434000000,2149000000.0,79197000000,102000000,62672000000,7919000000,1084000000.0,9003000000,376000000.0,1996000000,451000000,1737000000,6581000000,-2194000000,-1656000000,2261000000,1996000000,3907000000,-686000000.0,45220000000,36217000000,3221000000,36000000.0,-57000000.0,2000000.0,,15617000000.0,227480000,68.92,6.3,72.64,21.07,633.02,0.091,-0.069,0.018,-0.028,1.0,-0.14,0.226,0.042,0.032,-5.84,,75.34,17138342912,11.96,1.09,0.045,0.035,0.06,0.08
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,0.68,2023,FY,,15438000000.0,13194000000.0,199000000,4005000000.0,12695000000,2990000000,8437000000,5180000000,18000000.0,5198000000,212000000.0,403000000,195000000,167895,942000000,621000000,1657000000,606000000,403000000,1165000000,-207000000.0,777000000,-4421000000,958000000,77000000.0,-201000000.0,,,2364000000.0,137000000,112.69,1.45,31.08,1.34,1.24,0.047,0.034,0.016,0.064,0.145,0.04,0.484,0.041,0.021,2.93,,143.86,19708819456,99.21,1.28,0.043,0.037,0.058,0.08
LEN,Lennar Corporation,Consumer Cyclical,Residential Construction,1.6,2023,FY,,34233366000.0,249022000.0,3938511000,27530086000.0,39234303000,1631401000,12532337000,2816482000,2553763000.0,2816482000,257893000.0,5202304000,1241013000,110164000,501338000,5527707000,5527707000,5437417000,5202304000,5179738000,-99799000.0,6273724000,3457242000,5079939000,160720000.0,-430560000.0,29508000.0,,22369368000.0,283319000,120.83,13.73,94.25,16.88,5.63,0.148,0.132,0.1,0.147,0.993,0.161,0.239,0.092,0.07,21.43,,157.03,44489580544,11.44,1.3,0.046,0.034,0.099,0.08
LH,Laboratory Corporation of America Holdings,Healthcare,Medical - Diagnostics & Research,1.03,2023,FY,,12161600000.0,9016500000.0,418000000,3765400000.0,16725099999,3225200000,8834600000,4054700000,1172000000.0,5954200000,199600000.0,568900000,188500000,167895,2021400000,1123700000,1704600000,806100000,568900000,1327700000,-453600000.0,536799999,-5417400001,874100000,128700000.0,-254000000.0,7700000.0,,7888200000.0,87100000,139.63,4.8,90.59,1.17,1.02,0.053,0.057,0.025,0.083,0.259,0.092,0.331,0.034,0.022,5.63,,203.13,17692622848,42.32,1.45,0.044,0.036,0.066,0.08
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,0.72,2023,FY,,19419000000.0,14306000000.0,1227000000,7912000000.0,41687000000,8004000000,22858000000,10917000000,2085000000.0,13950000000,543000000.0,1221000000,23000000,167895,3088000000,2025000000,3529000000,1793000000,1221000000,2096000000,-449000000.0,560000000,-13390000000,1647000000,320000000.0,-868000000.0,190000000.0,,3220000000.0,189600000,102.42,6.47,99.31,0.99,0.8,0.065,0.062,0.029,0.06,0.263,0.104,0.019,0.039,0.038,3.73,,225.49,42752905216,34.85,2.2,0.042,0.038,0.062,0.08
LIN,Linde plc,Basic Materials,Chemicals - Specialty,0.94,2023,FY,,32854000000.0,17492000000.0,6199000000,12620000000.0,80811000000,15717000000,39716000000,14112000000,6203000000.0,20315000000,413000000.0,7988000000,1814000000,3816000000,7093000000,8024000000,12310000000,8426000000,7988000000,9305000000,-3787000000.0,4664000000,-15651000000,5518000000,141000000.0,-2482000000.0,1000000.0,,8845000000.0,488191000,67.3,12.7,84.18,0.8,0.67,0.156,0.103,0.077,0.123,0.468,0.244,0.227,0.02,0.016,19.43,,430.09,209966071808,33.87,6.39,0.044,0.036,0.072,0.08
LKQ,LKQ Corporation,Consumer Cyclical,Auto - Parts,1.29,2023,FY,,13866000000.0,8291000000.0,936000000,4868000000.0,15079000000,3318000000,8898000000,4818000000,820000000.0,5638000000,214000000.0,1235000000,306000000,319000000,4153000000,1357000000,1785000000,1456000000,1235000000,1356000000,-358000000.0,299000000,-5339000000,998000000,40000000.0,-302000000.0,3000000.0,,7290000000.0,267600000,51.82,3.52,23.1,1.47,0.53,0.152,0.087,0.062,0.115,0.402,0.098,0.248,0.038,0.029,6.34,,41.64,11142863872,11.83,0.8,0.043,0.037,0.07,0.08
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,0.41,2023,FY,,34124100000.0,6576000000.0,5240400000,25727000000.0,64006300000,27293200000,53142600000,18320800000,6904500000.0,25225300000,312300000.0,6554600000,1314200000,1527300000,17222700000,10325400000,12455500000,6866900000,6554600000,4240100000,-7392100000.0,2927700000,-22297600000,-3152000000,628500000.0,-4069300000.0,593600000.0,,10312300000.0,900181000,37.91,5.82,12.07,0.94,0.73,0.486,0.229,0.082,0.281,0.807,0.303,0.201,0.012,0.01,33.06,,904.61,814312718336,155.43,23.86,0.042,0.038,0.056,0.08
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,0.46,2023,FY,,67571000000.0,59092000000.0,6920000000,20521000000.0,52456000000,16937000000,45621000000,17291000000,168000000.0,17459000000,916000000.0,8098000000,1178000000,1430000000,-28000000,8507000000,10444000000,9014000000,8098000000,7920000000,-1691000000.0,1442000000,-16017000000,6229000000,265000000.0,-3056000000.0,240000000.0,,15398000000.0,250300000,269.96,27.65,27.31,1.21,1.03,1.012,0.299,0.132,0.24,0.126,0.126,0.145,0.052,0.045,9.29,,458.48,114757541888,16.58,1.7,0.045,0.035,0.059,0.08
LNT,Alliant Energy Corporation,Utilities,Regulated Electric,0.56,2023,FY,,4027000000.0,2969000000.0,703000000,1272000000.0,21988000000,2304000000,15211000000,8225000000,1286000000.0,9704000000,394000000.0,707000000,4000000,167895,115000000,943000000,1619000000,1101000000,707000000,867000000,-1854000000.0,62000000,-9642000000,-987000000,12000000.0,-456000000.0,3000000.0,,3756000000.0,253000000,15.92,2.78,26.79,0.55,0.4,0.104,0.058,0.032,0.048,0.263,0.234,0.006,0.041,0.04,2.39,,50.99,12900469760,18.34,3.2,0.043,0.037,0.054,0.08
LRCX,Lam Research Corporation,Technology,Semiconductors,1.49,2023,FY,,17428516000.0,9651591000.0,4510931000,13228412000.0,18781643000,4184918000,10571471000,5003183000,8358000.0,5011541000,186462000.0,5109210000,598279000,342432000,2559915000,5174860000,5601592000,5295672000,5109210000,5178938000,-501568000.0,5374697000,363156000,4677370000,286600000.0,-907907000.0,133000.0,,22032096000.0,135472000,128.65,33.3,60.6,3.16,2.01,0.549,0.346,0.24,0.355,0.446,0.297,0.117,0.037,0.033,27.75,,963.23,130490695680,28.93,7.49,0.047,0.03,0.094,0.08
LUV,Southwest Airlines Co.,Industrials,"Airlines,  Airports & Air Services",1.15,2023,FY,,26091000000.0,21868000000.0,465000000,13955000000.0,36487000000,12256000000,25972000000,8963000000,237000000.0,9200000000,236000000.0,633000000,168000000,167895,3999000000,224000000,2331000000,869000000,633000000,3164000000,-3553000000.0,11474000000,2274000000,-389000000,86000000.0,-428000000.0,888000000.0,,16297000000.0,595000000,43.85,0.78,17.67,1.14,1.07,0.044,0.008,0.013,0.009,0.162,0.009,0.265,0.026,0.019,0.95,,29.7,17671499776,38.08,0.68,0.045,0.035,0.062,0.08
LVS,Las Vegas Sands Corp.,Consumer Cyclical,"Gambling,  Resorts & Casinos",1.12,2023,FY,,10372000000.0,5205000000.0,1221000000,5777000000.0,21778000000,4422000000,17674000000,12129000000,1900000000.0,14029000000,818000000.0,1775000000,344000000,167895,2827000000,2313000000,3886000000,2383000000,1775000000,3227000000,-1257000000.0,5105000000,-8924000000,1970000000,44000000.0,-305000000.0,1000000.0,,2600000000.0,763000000,13.59,1.6,5.38,1.31,1.3,0.296,0.103,0.056,0.133,0.498,0.223,0.194,0.058,0.047,2.83,,44.12,33663559680,27.58,3.25,0.044,0.036,0.074,0.08
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods,0.73,2023,FY,,5350600000.0,3918500000.0,1008900000,2127200000.0,6519800000,1360200000,5108500000,3248400000,242300000.0,3490700000,109200000.0,772900000,224600000,218300000,550000000,882100000,1104900000,1342700000,772900000,761700000,-654000000.0,304800000,-3185900000,107700000,38500000.0,-146100000.0,150300000.0,,2160700000.0,144500000,37.03,6.98,9.77,1.56,0.88,0.715,0.128,0.155,0.171,0.268,0.165,0.291,0.031,0.022,8.08,,105.6,15259199488,15.13,2.85,0.042,0.04,0.061,0.08
LYB,LyondellBasell Industries N.V.,Basic Materials,Chemicals - Specialty,1.1,2023,FY,,41107000000.0,35849000000.0,2114000000,3405000000.0,37000000000,7150000000,23942000000,11742000000,1259000000.0,13001000000,477000000.0,2627000000,501000000,167895,1687000000,3053000000,5156000000,3092000000,2627000000,4942000000,-1531000000.0,3405000000,-9596000000,3411000000,91000000.0,-1610000000.0,19000000.0,,9692000000.0,325000000,126.48,6.48,40.18,0.48,-0.19,0.164,0.095,0.057,0.102,0.128,0.074,0.191,0.037,0.03,6.4,,95.78,31128500224,14.78,0.76,0.043,0.037,0.068,0.08
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,1.34,2023,FY,,22749073000.0,17292016000.0,563280000,9577754000.0,19074045000,9959903000,17593179000,7145117000,1292807000.0,8437924000,350244000.0,894544000,160227000,167895,4404781000,1066203000,1766503000,1073751000,894544000,1370794000,-475257000.0,6231866000,-2206058000,895537000,115959000.0,,2298000.0,,-2407949000.0,228628390,99.5,2.46,6.48,0.96,0.96,-32.848,0.104,0.03,0.117,0.24,0.047,0.179,0.042,0.034,3.04,,90.32,20649715712,36.72,0.91,0.043,0.037,0.076,0.08
MA,Mastercard Incorporated,Financial Services,Financial - Credit Services,1.09,2023,FY,,25098000000.0,6022000000.0,11195000000,18961000000.0,42448000000,16264000000,35451000000,14344000000,1337000000.0,15681000000,575000000.0,13639000000,2444000000,799000000,11158000000,14547000000,15346000000,14214000000,13639000000,11980000000,-371000000.0,9180000000,-6501000000,11609000000,460000000.0,-2158000000.0,,,62564000000.0,944000000,26.59,11.86,7.41,1.17,1.17,1.616,0.528,0.264,0.556,0.76,0.58,0.179,0.037,0.03,25.3,,448.11,423015841792,37.78,16.85,0.043,0.037,0.081,0.08
